Record Length,2500,Points,-1.2000000E-6,-1.6000000E-3,,Record Length,2500,Points,-1.2000000E-6,199.99998808E-3,
Sample Interval,19.9999999E-9,s,-1.1800000E-6,-1.6000000E-3,,Sample Interval,19.9999999E-9,s,-1.1800000E-6,199.99998808E-3,
Trigger Point,60.000002487,Samples,-1.1600000E-6,-1.6000000E-3,,Trigger Point,60.000002487,Samples,-1.1600000E-6,199.99998808E-3,
,,,-1.1400000E-6,-1.6000000E-3,,,,,-1.1400000E-6,199.99998808E-3,
,,,-1.1200001E-6,-1.6000000E-3,,,,,-1.1200001E-6,199.99998808E-3,
,,,-1.1000001E-6,-1.6000000E-3,,,,,-1.1000001E-6,199.99998808E-3,
Source,CH1,,-1.0800001E-6,-1.6000000E-3,,Source,CH2,,-1.0800001E-6,199.99998808E-3,
Vertical Units,Volts,,-1.0600000E-6,-1.6000000E-3,,Vertical Units,Volts,,-1.0600000E-6,199.99998808E-3,
Vertical Scale,19.9999995E-3,,-1.0400000E-6,-1.6000000E-3,,Vertical Scale,999.999977648E-3,,-1.0400000E-6,199.99998808E-3,
Vertical Offset,0,,-1.0200000E-6,-1.6000000E-3,,Vertical Offset,0,,-1.0200000E-6,199.99998808E-3,
Horizontal Units,s,,-1.000000E-6,-1.6000000E-3,,Horizontal Units,s,,-1.000000E-6,199.99998808E-3,
Horizontal Scale,4.99999997E-6,,-980.000095296E-9,-1.6000000E-3,,Horizontal Scale,4.99999997E-6,,-980.000095296E-9,199.99998808E-3,
Pt Fmt,Y,,-960.000079431E-9,-1.6000000E-3,,Pt Fmt,Y,,-960.000079431E-9,199.99998808E-3,
Yzero,-2.0000000,,-940.000063565E-9,-1.6000000E-3,,Yzero,-3.00000000,,-940.000063565E-9,199.99998808E-3,
Probe Atten,1.000000,,-920.000047699E-9,-1.6000000E-3,,Probe Atten,1.000000,,-920.000047699E-9,199.99998808E-3,
,,,-900.000031834E-9,-1.6000000E-3,,,,,-900.000031834E-9,199.99998808E-3,
Note,TDS 1012C-EDU - 3:22:46 PM   9/4/2024,,-880.000015968E-9,-1.6000000E-3,,Note,TDS 1012C-EDU - 3:22:46 PM   9/4/2024,,-880.000015968E-9,199.99998808E-3,
,,,-860.000056946E-9,-1.6000000E-3,,,,,-860.000056946E-9,199.99998808E-3,
,,,-840.000041080E-9,-1.6000000E-3,,,,,-840.000041080E-9,199.99998808E-3,
,,,-820.000025215E-9,-1.6000000E-3,,,,,-820.000025215E-9,199.99998808E-3,
,,,-800.000066192E-9,-1.6000000E-3,,,,,-800.000066192E-9,199.99998808E-3,
,,,-780.000050327E-9,-1.6000000E-3,,,,,-780.000050327E-9,199.99998808E-3,
,,,-760.000034461E-9,-1.6000000E-3,,,,,-760.000034461E-9,199.99998808E-3,
,,,-740.000018595E-9,-1.6000000E-3,,,,,-740.000018595E-9,199.99998808E-3,
,,,-720.000059573E-9,-1.6000000E-3,,,,,-720.000059573E-9,199.99998808E-3,
,,,-700.000043707E-9,-1.6000000E-3,,,,,-700.000043707E-9,199.99998808E-3,
,,,-680.000027842E-9,-1.6000000E-3,,,,,-680.000027842E-9,199.99998808E-3,
,,,-660.000068819E-9,-1.6000000E-3,,,,,-660.000068819E-9,199.99998808E-3,
,,,-640.000052954E-9,-1.6000000E-3,,,,,-640.000052954E-9,199.99998808E-3,
,,,-620.000037088E-9,-1.6000000E-3,,,,,-620.000037088E-9,199.99998808E-3,
,,,-600.000021223E-9,-1.6000000E-3,,,,,-600.000021223E-9,199.99998808E-3,
,,,-580.000062200E-9,-1.6000000E-3,,,,,-580.000062200E-9,199.99998808E-3,
,,,-560.000046335E-9,-1.6000000E-3,,,,,-560.000046335E-9,199.99998808E-3,
,,,-540.000030469E-9,-1.6000000E-3,,,,,-540.000030469E-9,199.99998808E-3,
,,,-520.000071447E-9,-1.6000000E-3,,,,,-520.000071447E-9,199.99998808E-3,
,,,-500.000055581E-9,-1.6000000E-3,,,,,-500.000055581E-9,199.99998808E-3,
,,,-480.000039715E-9,-1.6000000E-3,,,,,-480.000039715E-9,199.99998808E-3,
,,,-460.000052271E-9,-1.6000000E-3,,,,,-460.000052271E-9,199.99998808E-3,
,,,-440.000036406E-9,-1.6000000E-3,,,,,-440.000036406E-9,199.99998808E-3,
,,,-420.000048962E-9,-1.6000000E-3,,,,,-420.000048962E-9,199.99998808E-3,
,,,-400.00003310E-9,-1.6000000E-3,,,,,-400.00003310E-9,199.99998808E-3,
,,,-380.00004565E-9,-1.6000000E-3,,,,,-380.00004565E-9,199.99998808E-3,
,,,-360.00005821E-9,-1.6000000E-3,,,,,-360.00005821E-9,199.99998808E-3,
,,,-340.00004234E-9,-1.6000000E-3,,,,,-340.00004234E-9,199.99998808E-3,
,,,-320.00005490E-9,-1.6000000E-3,,,,,-320.00005490E-9,199.99998808E-3,
,,,-300.00003903E-9,-1.6000000E-3,,,,,-300.00003903E-9,199.99998808E-3,
,,,-280.00005159E-9,-1.6000000E-3,,,,,-280.00005159E-9,199.99998808E-3,
,,,-260.00003572E-9,-1.6000000E-3,,,,,-260.00003572E-9,199.99998808E-3,
,,,-240.00004828E-9,-1.6000000E-3,,,,,-240.00004828E-9,199.99998808E-3,
,,,-220.00004662E-9,-1.6000000E-3,,,,,-220.00004662E-9,199.99998808E-3,
,,,-200.00004497E-9,-1.6000000E-3,,,,,-200.00004497E-9,199.99998808E-3,
,,,-180.00004331E-9,-1.6000000E-3,,,,,-180.00004331E-9,199.99998808E-3,
,,,-160.00004166E-9,-1.6000000E-3,,,,,-160.00004166E-9,199.99998808E-3,
,,,-140.0000542E-9,-1.6000000E-3,,,,,-140.0000542E-9,199.99998808E-3,
,,,-120.0000526E-9,-1.6000000E-3,,,,,-120.0000526E-9,199.99998808E-3,
,,,-100.0000509E-9,-1.6000000E-3,,,,,-100.0000509E-9,199.99998808E-3,
,,,-80.000049252E-9,-1.6000000E-3,,,,,-80.000049252E-9,199.99998808E-3,
,,,-60.000047597E-9,-1.6000000E-3,,,,,-60.000047597E-9,199.99998808E-3,
,,,-40.00004949E-9,-799.999979790E-6,,,,,-40.00004949E-9,199.99998808E-3,
,,,-20.0000496E-9,-1.6000000E-3,,,,,-20.0000496E-9,199.99998808E-3,
,,,-49.73799086E-15,-1.6000000E-3,,,,,-49.73799086E-15,199.99998808E-3,
,,,19.9999501E-9,-1.6000000E-3,,,,,19.9999501E-9,199.99998808E-3,
,,,39.99995002E-9,-1.6000000E-3,,,,,39.99995002E-9,199.99998808E-3,
,,,59.999948121E-9,-799.999979790E-6,,,,,59.999948121E-9,199.99998808E-3,
,,,79.999949776E-9,-799.999979790E-6,,,,,79.999949776E-9,199.99998808E-3,
,,,99.999951431E-9,-799.999979790E-6,,,,,99.999951431E-9,199.99998808E-3,
,,,119.9999531E-9,-799.999979790E-6,,,,,119.9999531E-9,1.4800000,
,,,139.9999547E-9,-799.999979790E-6,,,,,139.9999547E-9,2.72000003,
,,,159.99995640E-9,-799.999979790E-6,,,,,159.99995640E-9,3.55999994,
,,,179.99994384E-9,-1.6000000E-3,,,,,179.99994384E-9,4.07999992,
,,,199.99994549E-9,-1.6000000E-3,,,,,199.99994549E-9,4.44000006,
,,,219.99994715E-9,-1.6000000E-3,,,,,219.99994715E-9,4.67999983,
,,,239.99996301E-9,-799.999979790E-6,,,,,239.99996301E-9,4.79999971,
,,,259.99995046E-9,-1.6000000E-3,,,,,259.99995046E-9,4.92000008,
,,,279.99993790E-9,799.999979790E-6,,,,,279.99993790E-9,5.00000000,
,,,299.99995377E-9,7.999999449E-3,,,,,299.99995377E-9,5.03999996,
,,,319.99994121E-9,21.59999870E-3,,,,,319.99994121E-9,5.03999996,
,,,339.99995708E-9,33.59999880E-3,,,,,339.99995708E-9,5.07999992,
,,,359.99994452E-9,46.39999941E-3,,,,,359.99994452E-9,5.07999992,
,,,379.99996039E-9,58.399997652E-3,,,,,379.99996039E-9,5.11999989,
,,,399.99994783E-9,70.399999619E-3,,,,,399.99994783E-9,5.11999989,
,,,419.999935275E-9,80.799996853E-3,,,,,419.999935275E-9,5.11999989,
,,,439.999951141E-9,86.399994791E-3,,,,,439.999951141E-9,5.11999989,
,,,459.999938585E-9,94.399996102E-3,,,,,459.999938585E-9,5.11999989,
,,,479.999926029E-9,102.3999974E-3,,,,,479.999926029E-9,5.11999989,
,,,499.999941894E-9,107.9999954E-3,,,,,499.999941894E-9,5.11999989,
,,,519.999957760E-9,111.9999960E-3,,,,,519.999957760E-9,5.11999989,
,,,539.999973626E-9,115.1999980E-3,,,,,539.999973626E-9,5.11999989,
,,,559.999932648E-9,119.1999987E-3,,,,,559.999932648E-9,5.11999989,
,,,579.999948513E-9,123.1999993E-3,,,,,579.999948513E-9,5.11999989,
,,,599.999964379E-9,124.7999966E-3,,,,,599.999964379E-9,5.11999989,
,,,619.999923401E-9,127.1999925E-3,,,,,619.999923401E-9,5.11999989,
,,,639.999939267E-9,128.7999898E-3,,,,,639.999939267E-9,5.11999989,
,,,659.999955133E-9,131.2000006E-3,,,,,659.999955133E-9,5.11999989,
,,,679.999970998E-9,131.9999993E-3,,,,,679.999970998E-9,5.11999989,
,,,699.999930021E-9,133.5999966E-3,,,,,699.999930021E-9,5.11999989,
,,,719.999945886E-9,134.3999952E-3,,,,,719.999945886E-9,5.11999989,
,,,739.999961752E-9,135.1999938E-3,,,,,739.999961752E-9,5.11999989,
,,,759.999920774E-9,135.9999925E-3,,,,,759.999920774E-9,5.11999989,
,,,779.999936640E-9,136.7999911E-3,,,,,779.999936640E-9,5.11999989,
,,,799.999952505E-9,137.5999898E-3,,,,,799.999952505E-9,5.11999989,
,,,819.999968371E-9,137.5999898E-3,,,,,819.999968371E-9,5.07999992,
,,,839.999927393E-9,138.4000033E-3,,,,,839.999927393E-9,5.07999992,
,,,859.999943259E-9,139.2000020E-3,,,,,859.999943259E-9,5.07999992,
,,,879.999959125E-9,139.2000020E-3,,,,,879.999959125E-9,5.07999992,
,,,899.999918147E-9,140.0000006E-3,,,,,899.999918147E-9,5.07999992,
,,,919.999934013E-9,140.0000006E-3,,,,,919.999934013E-9,5.07999992,
,,,939.999949878E-9,140.7999992E-3,,,,,939.999949878E-9,5.07999992,
,,,959.999965744E-9,140.7999992E-3,,,,,959.999965744E-9,5.07999992,
,,,979.999981610E-9,140.7999992E-3,,,,,979.999981610E-9,5.07999992,
,,,1.000000E-6,140.7999992E-3,,,,,1.000000E-6,5.07999992,
,,,1.0199999E-6,140.7999992E-3,,,,,1.0199999E-6,5.07999992,
,,,1.0399999E-6,141.5999979E-3,,,,,1.0399999E-6,5.07999992,
,,,1.0599999E-6,141.5999979E-3,,,,,1.0599999E-6,5.07999992,
,,,1.0799999E-6,141.5999979E-3,,,,,1.0799999E-6,5.07999992,
,,,1.1000000E-6,141.5999979E-3,,,,,1.1000000E-6,5.07999992,
,,,1.1200000E-6,140.7999992E-3,,,,,1.1200000E-6,5.07999992,
,,,1.1400000E-6,141.5999979E-3,,,,,1.1400000E-6,5.07999992,
,,,1.1599999E-6,141.5999979E-3,,,,,1.1599999E-6,5.07999992,
,,,1.1799999E-6,141.5999979E-3,,,,,1.1799999E-6,5.07999992,
,,,1.1999999E-6,141.5999979E-3,,,,,1.1999999E-6,5.07999992,
,,,1.2199999E-6,141.5999979E-3,,,,,1.2199999E-6,5.07999992,
,,,1.2400000E-6,140.7999992E-3,,,,,1.2400000E-6,5.07999992,
,,,1.2600000E-6,140.7999992E-3,,,,,1.2600000E-6,5.07999992,
,,,1.2800000E-6,141.5999979E-3,,,,,1.2800000E-6,5.07999992,
,,,1.2999999E-6,141.5999979E-3,,,,,1.2999999E-6,5.07999992,
,,,1.3199999E-6,140.7999992E-3,,,,,1.3199999E-6,5.07999992,
,,,1.3399999E-6,141.5999979E-3,,,,,1.3399999E-6,5.07999992,
,,,1.3599999E-6,140.7999992E-3,,,,,1.3599999E-6,5.07999992,
,,,1.3800000E-6,141.5999979E-3,,,,,1.3800000E-6,5.07999992,
