Record Length,2500,Points,response time,response voltage,,Record Length,2500,Points,signal time,signal voltage,
,,,-9.299998055E-6,-1.6000000E-3,,,,,-9.299998055E-6,199.99998808E-3,
,,,-9.199998203E-6,-1.6000000E-3,,,,,-9.199998203E-6,199.99998808E-3,
,,,-9.099998351E-6,-1.6000000E-3,,,,,-9.099998351E-6,199.99998808E-3,
,,,-8.999997590E-6,-1.6000000E-3,,,,,-8.999997590E-6,199.99998808E-3,
,,,-8.899997738E-6,-1.6000000E-3,,,,,-8.899997738E-6,199.99998808E-3,
,,,-8.799997886E-6,-1.6000000E-3,,,,,-8.799997886E-6,199.99998808E-3,
,,,-8.699998034E-6,-1.6000000E-3,,,,,-8.699998034E-6,199.99998808E-3,
,,,-8.599998182E-6,-1.6000000E-3,,,,,-8.599998182E-6,159.99999642E-3,
,,,-8.499998330E-6,-1.6000000E-3,,,,,-8.499998330E-6,199.99998808E-3,
,,,-8.399997569E-6,-1.6000000E-3,,,,,-8.399997569E-6,159.99999642E-3,
,,,-8.299997717E-6,-1.6000000E-3,,,,,-8.299997717E-6,199.99998808E-3,
,,,-8.199997865E-6,-1.6000000E-3,,,,,-8.199997865E-6,199.99998808E-3,
,,,-8.099998013E-6,-1.6000000E-3,,,,,-8.099998013E-6,199.99998808E-3,
,,,-7.999998161E-6,-1.6000000E-3,,,,,-7.999998161E-6,199.99998808E-3,
,,,-7.899998309E-6,-1.6000000E-3,,,,,-7.899998309E-6,199.99998808E-3,
,,,-7.799997547E-6,-1.6000000E-3,,,,,-7.799997547E-6,199.99998808E-3,
,,,-7.699997695E-6,-1.6000000E-3,,,,,-7.699997695E-6,199.99998808E-3,
,,,-7.599997843E-6,-1.6000000E-3,,,,,-7.599997843E-6,199.99998808E-3,
,,,-7.499997992E-6,-1.6000000E-3,,,,,-7.499997992E-6,199.99998808E-3,
,,,-7.399998140E-6,-1.6000000E-3,,,,,-7.399998140E-6,199.99998808E-3,
,,,-7.29999783E-6,-1.6000000E-3,,,,,-7.29999783E-6,199.99998808E-3,
,,,-7.19999798E-6,-1.6000000E-3,,,,,-7.19999798E-6,199.99998808E-3,
,,,-7.09999813E-6,-1.6000000E-3,,,,,-7.09999813E-6,199.99998808E-3,
,,,-6.99999782E-6,-1.6000000E-3,,,,,-6.99999782E-6,199.99998808E-3,
,,,-6.89999797E-6,-1.6000000E-3,,,,,-6.89999797E-6,199.99998808E-3,
,,,-6.79999812E-6,-1.6000000E-3,,,,,-6.79999812E-6,199.99998808E-3,
,,,-6.69999781E-6,-1.6000000E-3,,,,,-6.69999781E-6,199.99998808E-3,
,,,-6.59999796E-6,-1.6000000E-3,,,,,-6.59999796E-6,199.99998808E-3,
,,,-6.49999811E-6,-1.6000000E-3,,,,,-6.49999811E-6,199.99998808E-3,
,,,-6.39999780E-6,-1.6000000E-3,,,,,-6.39999780E-6,199.99998808E-3,
,,,-6.29999795E-6,-1.6000000E-3,,,,,-6.29999795E-6,199.99998808E-3,
,,,-6.19999810E-6,-1.6000000E-3,,,,,-6.19999810E-6,199.99998808E-3,
,,,-6.09999779E-6,-1.6000000E-3,,,,,-6.09999779E-6,199.99998808E-3,
,,,-5.99999794E-6,-1.6000000E-3,,,,,-5.99999794E-6,199.99998808E-3,
,,,-5.89999809E-6,-1.6000000E-3,,,,,-5.89999809E-6,199.99998808E-3,
,,,-5.79999778E-6,-1.6000000E-3,,,,,-5.79999778E-6,199.99998808E-3,
,,,-5.69999793E-6,-1.6000000E-3,,,,,-5.69999793E-6,199.99998808E-3,
,,,-5.59999808E-6,-1.6000000E-3,,,,,-5.59999808E-6,159.99999642E-3,
,,,-5.49999777E-6,-1.6000000E-3,,,,,-5.49999777E-6,159.99999642E-3,
,,,-5.39999792E-6,-1.6000000E-3,,,,,-5.39999792E-6,199.99998808E-3,
,,,-5.29999807E-6,-1.6000000E-3,,,,,-5.29999807E-6,159.99999642E-3,
,,,-5.19999776E-6,-1.6000000E-3,,,,,-5.19999776E-6,199.99998808E-3,
,,,-5.09999791E-6,-1.6000000E-3,,,,,-5.09999791E-6,159.99999642E-3,
,,,-4.99999805E-6,-1.6000000E-3,,,,,-4.99999805E-6,199.99998808E-3,
,,,-4.89999775E-6,-1.6000000E-3,,,,,-4.89999775E-6,199.99998808E-3,
,,,-4.79999790E-6,-1.6000000E-3,,,,,-4.79999790E-6,199.99998808E-3,
,,,-4.69999804E-6,-1.6000000E-3,,,,,-4.69999804E-6,159.99999642E-3,
,,,-4.59999774E-6,-1.6000000E-3,,,,,-4.59999774E-6,199.99998808E-3,
,,,-4.49999789E-6,-1.6000000E-3,,,,,-4.49999789E-6,199.99998808E-3,
,,,-4.39999803E-6,-1.6000000E-3,,,,,-4.39999803E-6,199.99998808E-3,
,,,-4.29999773E-6,-1.6000000E-3,,,,,-4.29999773E-6,159.99999642E-3,
,,,-4.19999787E-6,-1.6000000E-3,,,,,-4.19999787E-6,199.99998808E-3,
,,,-4.09999802E-6,-799.999979790E-6,,,,,-4.09999802E-6,199.99998808E-3,
,,,-3.99999772E-6,-1.6000000E-3,,,,,-3.99999772E-6,199.99998808E-3,
,,,-3.89999786E-6,-1.6000000E-3,,,,,-3.89999786E-6,159.99999642E-3,
,,,-3.79999801E-6,-1.6000000E-3,,,,,-3.79999801E-6,199.99998808E-3,
,,,-3.69999793E-6,-1.6000000E-3,,,,,-3.69999793E-6,199.99998808E-3,
,,,-3.59999785E-6,-1.6000000E-3,,,,,-3.59999785E-6,159.99999642E-3,
,,,-3.49999800E-6,-1.6000000E-3,,,,,-3.49999800E-6,159.99999642E-3,
,,,-3.39999792E-6,-1.6000000E-3,,,,,-3.39999792E-6,199.99998808E-3,
,,,-3.29999784E-6,-1.6000000E-3,,,,,-3.29999784E-6,159.99999642E-3,
,,,-3.19999799E-6,-1.6000000E-3,,,,,-3.19999799E-6,199.99998808E-3,
,,,-3.09999791E-6,-1.6000000E-3,,,,,-3.09999791E-6,199.99998808E-3,
,,,-2.99999783E-6,-1.6000000E-3,,,,,-2.99999783E-6,199.99998808E-3,
,,,-2.89999798E-6,-1.6000000E-3,,,,,-2.89999798E-6,199.99998808E-3,
,,,-2.79999790E-6,-1.6000000E-3,,,,,-2.79999790E-6,159.99999642E-3,
,,,-2.6999978E-6,-1.6000000E-3,,,,,-2.6999978E-6,159.99999642E-3,
,,,-2.5999980E-6,-1.6000000E-3,,,,,-2.5999980E-6,199.99998808E-3,
,,,-2.4999979E-6,-1.6000000E-3,,,,,-2.4999979E-6,159.99999642E-3,
,,,-2.3999978E-6,-1.6000000E-3,,,,,-2.3999978E-6,199.99998808E-3,
,,,-2.2999980E-6,-1.6000000E-3,,,,,-2.2999980E-6,199.99998808E-3,
,,,-2.1999979E-6,-1.6000000E-3,,,,,-2.1999979E-6,159.99999642E-3,
,,,-2.0999978E-6,-1.6000000E-3,,,,,-2.0999978E-6,159.99999642E-3,
,,,-1.9999979E-6,-1.6000000E-3,,,,,-1.9999979E-6,159.99999642E-3,
,,,-1.8999979E-6,-1.6000000E-3,,,,,-1.8999979E-6,159.99999642E-3,
,,,-1.7999979E-6,-1.6000000E-3,,,,,-1.7999979E-6,159.99999642E-3,
,,,-1.6999979E-6,-1.6000000E-3,,,,,-1.6999979E-6,159.99999642E-3,
,,,-1.5999979E-6,-1.6000000E-3,,,,,-1.5999979E-6,159.99999642E-3,
,,,-1.4999979E-6,-1.6000000E-3,,,,,-1.4999979E-6,159.99999642E-3,
,,,-1.3999979E-6,-1.6000000E-3,,,,,-1.3999979E-6,199.99998808E-3,
,,,-1.2999978E-6,-1.6000000E-3,,,,,-1.2999978E-6,199.99998808E-3,
,,,-1.1999979E-6,-1.6000000E-3,,,,,-1.1999979E-6,159.99999642E-3,
,,,-1.0999979E-6,-1.6000000E-3,,,,,-1.0999979E-6,159.99999642E-3,
,,,-999.997837425E-9,-1.6000000E-3,,,,,-999.997837425E-9,199.99998808E-3,
,,,-899.997871784E-9,-1.6000000E-3,,,,,-899.997871784E-9,199.99998808E-3,
,,,-799.997906142E-9,-799.999979790E-6,,,,,-799.997906142E-9,159.99999642E-3,
,,,-699.997883657E-9,-1.6000000E-3,,,,,-699.997883657E-9,159.99999642E-3,
,,,-599.997861173E-9,-1.6000000E-3,,,,,-599.997861173E-9,199.99998808E-3,
,,,-499.997895531E-9,-1.6000000E-3,,,,,-499.997895531E-9,159.99999642E-3,
,,,-399.99787305E-9,-799.999979790E-6,,,,,-399.99787305E-9,159.99999642E-3,
,,,-299.99787898E-9,-1.6000000E-3,,,,,-299.99787898E-9,159.99999642E-3,
,,,-199.99787071E-9,-799.999979790E-6,,,,,-199.99787071E-9,159.99999642E-3,
,,,-99.997869540E-9,-1.6000000E-3,,,,,-99.997869540E-9,159.99999642E-3,
,,,2.1316282E-12,-799.999979790E-6,,,,,2.1316282E-12,159.99999642E-3,
,,,100.0021328E-9,-1.6000000E-3,,,,,100.0021328E-9,159.99999642E-3,
,,,200.00213397E-9,-1.6000000E-3,,,,,200.00213397E-9,159.99999642E-3,
,,,300.00214224E-9,-1.6000000E-3,,,,,300.00214224E-9,159.99999642E-3,
,,,400.00213630E-9,-1.6000000E-3,,,,,400.00213630E-9,199.99998808E-3,
,,,500.002158788E-9,-1.6000000E-3,,,,,500.002158788E-9,159.99999642E-3,
,,,600.002124429E-9,-1.6000000E-3,,,,,600.002124429E-9,439.999997616E-3,
,,,700.002146914E-9,-1.6000000E-3,,,,,700.002146914E-9,3.79999995,
,,,800.002112555E-9,8.799999952E-3,,,,,800.002112555E-9,4.88000011,
,,,900.002135040E-9,69.600000978E-3,,,,,900.002135040E-9,5.00000000,
,,,1.0000022E-6,116.7999953E-3,,,,,1.0000022E-6,5.03999996,
,,,1.1000021E-6,133.5999966E-3,,,,,1.1000021E-6,5.03999996,
,,,1.2000021E-6,140.0000006E-3,,,,,1.2000021E-6,5.03999996,
,,,1.3000022E-6,141.5999979E-3,,,,,1.3000022E-6,5.00000000,
,,,1.4000021E-6,141.5999979E-3,,,,,1.4000021E-6,5.00000000,
,,,1.5000021E-6,141.5999979E-3,,,,,1.5000021E-6,5.00000000,
,,,1.6000022E-6,141.5999979E-3,,,,,1.6000022E-6,5.00000000,
,,,1.7000021E-6,141.5999979E-3,,,,,1.7000021E-6,5.00000000,
,,,1.8000021E-6,141.5999979E-3,,,,,1.8000021E-6,5.00000000,
,,,1.9000022E-6,140.7999992E-3,,,,,1.9000022E-6,5.00000000,
,,,2.0000020E-6,141.5999979E-3,,,,,2.0000020E-6,5.00000000,
,,,2.1000021E-6,140.7999992E-3,,,,,2.1000021E-6,5.00000000,
,,,2.2000022E-6,141.5999979E-3,,,,,2.2000022E-6,5.00000000,
,,,2.3000021E-6,141.5999979E-3,,,,,2.3000021E-6,5.00000000,
,,,2.4000021E-6,141.5999979E-3,,,,,2.4000021E-6,5.00000000,
,,,2.5000022E-6,141.5999979E-3,,,,,2.5000022E-6,5.00000000,
,,,2.6000021E-6,141.5999979E-3,,,,,2.6000021E-6,5.00000000,
,,,2.7000021E-6,141.5999979E-3,,,,,2.7000021E-6,1.7199999,
,,,2.80000222E-6,141.5999979E-3,,,,,2.80000222E-6,199.99998808E-3,
,,,2.90000207E-6,141.5999979E-3,,,,,2.90000207E-6,159.99999642E-3,
,,,3.00000215E-6,141.5999979E-3,,,,,3.00000215E-6,159.99999642E-3,
,,,3.10000223E-6,137.5999898E-3,,,,,3.10000223E-6,159.99999642E-3,
,,,3.20000208E-6,128.7999898E-3,,,,,3.20000208E-6,159.99999642E-3,
,,,3.30000216E-6,123.1999993E-3,,,,,3.30000216E-6,159.99999642E-3,
,,,3.40000224E-6,115.1999980E-3,,,,,3.40000224E-6,159.99999642E-3,
,,,3.50000209E-6,111.9999960E-3,,,,,3.50000209E-6,159.99999642E-3,
,,,3.60000217E-6,109.6000001E-3,,,,,3.60000217E-6,159.99999642E-3,
,,,3.70000225E-6,107.9999954E-3,,,,,3.70000225E-6,159.99999642E-3,
,,,3.80000210E-6,104.8000008E-3,,,,,3.80000210E-6,159.99999642E-3,
,,,3.90000196E-6,103.9999947E-3,,,,,3.90000196E-6,159.99999642E-3,
,,,4.00000226E-6,103.1999961E-3,,,,,4.00000226E-6,159.99999642E-3,
,,,4.10000212E-6,101.5999988E-3,,,,,4.10000212E-6,159.99999642E-3,
,,,4.20000197E-6,103.1999961E-3,,,,,4.20000197E-6,159.99999642E-3,
,,,4.30000227E-6,99.999994040E-3,,,,,4.30000227E-6,159.99999642E-3,
,,,4.40000213E-6,99.999994040E-3,,,,,4.40000213E-6,159.99999642E-3,
,,,4.50000198E-6,98.399996758E-3,,,,,4.50000198E-6,159.99999642E-3,
,,,4.60000228E-6,97.599998116E-3,,,,,4.60000228E-6,159.99999642E-3,
,,,4.70000214E-6,98.399996758E-3,,,,,4.70000214E-6,199.99998808E-3,
,,,4.80000199E-6,97.599998116E-3,,,,,4.80000199E-6,159.99999642E-3,
,,,4.90000230E-6,99.199995399E-3,,,,,4.90000230E-6,159.99999642E-3,
,,,5.00000215E-6,96.799999475E-3,,,,,5.00000215E-6,159.99999642E-3,
,,,5.10000200E-6,99.999994040E-3,,,,,5.10000200E-6,159.99999642E-3,
,,,5.20000231E-6,99.199995399E-3,,,,,5.20000231E-6,199.99998808E-3,
,,,5.30000216E-6,97.599998116E-3,,,,,5.30000216E-6,199.99998808E-3,
,,,5.40000201E-6,96.799999475E-3,,,,,5.40000201E-6,199.99998808E-3,
,,,5.50000232E-6,97.599998116E-3,,,,,5.50000232E-6,199.99998808E-3,
,,,5.60000217E-6,94.399996102E-3,,,,,5.60000217E-6,199.99998808E-3,
,,,5.70000202E-6,96.799999475E-3,,,,,5.70000202E-6,199.99998808E-3,
,,,5.80000233E-6,96.000000834E-3,,,,,5.80000233E-6,199.99998808E-3,
,,,5.90000218E-6,97.599998116E-3,,,,,5.90000218E-6,199.99998808E-3,
,,,6.00000203E-6,94.399996102E-3,,,,,6.00000203E-6,159.99999642E-3,
,,,6.10000234E-6,90.399995446E-3,,,,,6.10000234E-6,199.99998808E-3,
,,,6.20000219E-6,91.199994087E-3,,,,,6.20000219E-6,199.99998808E-3,
,,,6.30000204E-6,90.399995446E-3,,,,,6.30000204E-6,199.99998808E-3,
,,,6.40000235E-6,92.799998820E-3,,,,,6.40000235E-6,199.99998808E-3,
,,,6.50000220E-6,93.599997461E-3,,,,,6.50000220E-6,199.99998808E-3,
,,,6.60000205E-6,91.199994087E-3,,,,,6.60000205E-6,199.99998808E-3,
,,,6.70000236E-6,94.399996102E-3,,,,,6.70000236E-6,199.99998808E-3,
,,,6.80000221E-6,95.199994743E-3,,,,,6.80000221E-6,199.99998808E-3,
,,,6.90000206E-6,93.599997461E-3,,,,,6.90000206E-6,199.99998808E-3,
,,,7.00000237E-6,92.799998820E-3,,,,,7.00000237E-6,199.99998808E-3,
,,,7.10000222E-6,90.399995446E-3,,,,,7.10000222E-6,199.99998808E-3,
,,,7.20000207E-6,89.599996805E-3,,,,,7.20000207E-6,199.99998808E-3,
,,,7.30000238E-6,91.199994087E-3,,,,,7.30000238E-6,199.99998808E-3,
,,,7.400002232E-6,92.000000179E-3,,,,,7.400002232E-6,199.99998808E-3,
,,,7.500002084E-6,94.399996102E-3,,,,,7.500002084E-6,199.99998808E-3,
,,,7.600002391E-6,92.799998820E-3,,,,,7.600002391E-6,199.99998808E-3,
,,,7.700002243E-6,91.199994087E-3,,,,,7.700002243E-6,199.99998808E-3,
,,,7.800002095E-6,88.799998164E-3,,,,,7.800002095E-6,199.99998808E-3,
,,,7.900001947E-6,90.399995446E-3,,,,,7.900001947E-6,199.99998808E-3,
,,,8.000001799E-6,89.599996805E-3,,,,,8.000001799E-6,199.99998808E-3,
,,,8.100002560E-6,88.799998164E-3,,,,,8.100002560E-6,199.99998808E-3,
,,,8.200002412E-6,87.200000882E-3,,,,,8.200002412E-6,199.99998808E-3,
,,,8.300002264E-6,88.799998164E-3,,,,,8.300002264E-6,199.99998808E-3,
,,,8.400002116E-6,87.200000882E-3,,,,,8.400002116E-6,199.99998808E-3,
,,,8.500001968E-6,86.399994791E-3,,,,,8.500001968E-6,199.99998808E-3,
,,,8.600001820E-6,88.799998164E-3,,,,,8.600001820E-6,199.99998808E-3,
,,,8.700002581E-6,86.399994791E-3,,,,,8.700002581E-6,199.99998808E-3,
,,,8.800002433E-6,87.200000882E-3,,,,,8.800002433E-6,199.99998808E-3,
,,,8.900002285E-6,86.399994791E-3,,,,,8.900002285E-6,199.99998808E-3,
,,,9.000002137E-6,91.199994087E-3,,,,,9.000002137E-6,199.99998808E-3,
,,,9.100001989E-6,87.200000882E-3,,,,,9.100001989E-6,199.99998808E-3,
,,,9.200001841E-6,87.200000882E-3,,,,,9.200001841E-6,199.99998808E-3,
,,,9.300002603E-6,86.399994791E-3,,,,,9.300002603E-6,199.99998808E-3,
,,,9.400002455E-6,84.799997509E-3,,,,,9.400002455E-6,199.99998808E-3,
,,,9.500002307E-6,84.799997509E-3,,,,,9.500002307E-6,199.99998808E-3,
,,,9.600002159E-6,85.599996150E-3,,,,,9.600002159E-6,199.99998808E-3,
,,,9.700002011E-6,83.999998868E-3,,,,,9.700002011E-6,199.99998808E-3,
,,,9.800001862E-6,82.400001585E-3,,,,,9.800001862E-6,199.99998808E-3,
,,,9.900002624E-6,82.400001585E-3,,,,,9.900002624E-6,199.99998808E-3,
,,,10.0000025E-6,84.799997509E-3,,,,,10.0000025E-6,199.99998808E-3,
,,,10.1000023E-6,83.999998868E-3,,,,,10.1000023E-6,199.99998808E-3,
,,,10.2000022E-6,81.599995494E-3,,,,,10.2000022E-6,199.99998808E-3,
,,,10.3000020E-6,79.999998212E-3,,,,,10.3000020E-6,199.99998808E-3,
,,,10.4000019E-6,80.799996853E-3,,,,,10.4000019E-6,199.99998808E-3,
,,,10.5000026E-6,82.400001585E-3,,,,,10.5000026E-6,199.99998808E-3,
,,,10.6000025E-6,81.599995494E-3,,,,,10.6000025E-6,199.99998808E-3,
,,,10.7000023E-6,80.799996853E-3,,,,,10.7000023E-6,199.99998808E-3,
,,,10.8000022E-6,79.999998212E-3,,,,,10.8000022E-6,199.99998808E-3,
,,,10.9000021E-6,79.999998212E-3,,,,,10.9000021E-6,199.99998808E-3,
,,,11.0000019E-6,81.599995494E-3,,,,,11.0000019E-6,199.99998808E-3,
,,,11.1000027E-6,83.200000226E-3,,,,,11.1000027E-6,199.99998808E-3,
,,,11.2000025E-6,80.799996853E-3,,,,,11.2000025E-6,199.99998808E-3,
,,,11.3000024E-6,80.799996853E-3,,,,,11.3000024E-6,199.99998808E-3,
,,,11.4000022E-6,80.799996853E-3,,,,,11.4000022E-6,199.99998808E-3,
,,,11.5000021E-6,82.400001585E-3,,,,,11.5000021E-6,199.99998808E-3,
,,,11.6000019E-6,80.799996853E-3,,,,,11.6000019E-6,199.99998808E-3,
,,,11.7000027E-6,79.199999571E-3,,,,,11.7000027E-6,199.99998808E-3,
,,,11.8000025E-6,76.799996197E-3,,,,,11.8000025E-6,199.99998808E-3,
,,,11.9000024E-6,79.199999571E-3,,,,,11.9000024E-6,199.99998808E-3,
,,,12.0000022E-6,79.199999571E-3,,,,,12.0000022E-6,199.99998808E-3,
,,,12.1000021E-6,79.999998212E-3,,,,,12.1000021E-6,199.99998808E-3,
,,,12.2000019E-6,75.999997556E-3,,,,,12.2000019E-6,199.99998808E-3,
,,,12.3000027E-6,78.400000930E-3,,,,,12.3000027E-6,199.99998808E-3,
,,,12.4000026E-6,77.599994838E-3,,,,,12.4000026E-6,199.99998808E-3,
,,,12.5000024E-6,79.999998212E-3,,,,,12.5000024E-6,199.99998808E-3,
,,,12.6000023E-6,79.199999571E-3,,,,,12.6000023E-6,199.99998808E-3,
,,,12.7000021E-6,79.199999571E-3,,,,,12.7000021E-6,199.99998808E-3,
,,,12.8000020E-6,77.599994838E-3,,,,,12.8000020E-6,199.99998808E-3,
,,,12.9000027E-6,79.999998212E-3,,,,,12.9000027E-6,199.99998808E-3,
,,,13.0000026E-6,77.599994838E-3,,,,,13.0000026E-6,199.99998808E-3,
,,,13.1000024E-6,77.599994838E-3,,,,,13.1000024E-6,199.99998808E-3,
,,,13.2000023E-6,78.400000930E-3,,,,,13.2000023E-6,199.99998808E-3,
,,,13.3000021E-6,78.400000930E-3,,,,,13.3000021E-6,199.99998808E-3,
,,,13.4000020E-6,77.599994838E-3,,,,,13.4000020E-6,199.99998808E-3,
,,,13.5000018E-6,76.799996197E-3,,,,,13.5000018E-6,199.99998808E-3,
,,,13.6000026E-6,75.199998915E-3,,,,,13.6000026E-6,199.99998808E-3,
,,,13.7000025E-6,73.600001633E-3,,,,,13.7000025E-6,199.99998808E-3,
,,,13.8000023E-6,74.400000274E-3,,,,,13.8000023E-6,199.99998808E-3,
,,,13.9000022E-6,75.199998915E-3,,,,,13.9000022E-6,199.99998808E-3,
,,,14.0000020E-6,74.400000274E-3,,,,,14.0000020E-6,199.99998808E-3,
,,,14.1000019E-6,73.600001633E-3,,,,,14.1000019E-6,199.99998808E-3,
,,,14.2000026E-6,73.600001633E-3,,,,,14.2000026E-6,199.99998808E-3,
,,,14.3000025E-6,75.199998915E-3,,,,,14.3000025E-6,199.99998808E-3,
,,,14.4000023E-6,73.600001633E-3,,,,,14.4000023E-6,199.99998808E-3,
,,,14.5000022E-6,71.199998260E-3,,,,,14.5000022E-6,159.99999642E-3,
,,,14.6000020E-6,72.799995542E-3,,,,,14.6000020E-6,199.99998808E-3,
,,,14.7000019E-6,74.400000274E-3,,,,,14.7000019E-6,199.99998808E-3,
,,,14.8000026E-6,74.400000274E-3,,,,,14.8000026E-6,199.99998808E-3,
,,,14.9000025E-6,71.999996901E-3,,,,,14.9000025E-6,199.99998808E-3,
,,,15.0000023E-6,71.199998260E-3,,,,,15.0000023E-6,199.99998808E-3,
,,,15.1000022E-6,71.999996901E-3,,,,,15.1000022E-6,199.99998808E-3,
,,,15.2000021E-6,71.199998260E-3,,,,,15.2000021E-6,199.99998808E-3,
,,,15.3000019E-6,71.199998260E-3,,,,,15.3000019E-6,199.99998808E-3,
,,,15.4000027E-6,70.399999619E-3,,,,,15.4000027E-6,199.99998808E-3,
,,,15.5000016E-6,69.600000978E-3,,,,,15.5000016E-6,199.99998808E-3,
,,,15.6000024E-6,68.799994886E-3,,,,,15.6000024E-6,199.99998808E-3,
,,,15.7000031E-6,68.799994886E-3,,,,,15.7000031E-6,199.99998808E-3,
,,,15.8000021E-6,71.999996901E-3,,,,,15.8000021E-6,159.99999642E-3,
,,,15.9000028E-6,70.399999619E-3,,,,,15.9000028E-6,159.99999642E-3,
,,,16.0000018E-6,67.999996245E-3,,,,,16.0000018E-6,199.99998808E-3,
,,,16.1000025E-6,70.399999619E-3,,,,,16.1000025E-6,199.99998808E-3,
,,,16.2000015E-6,70.399999619E-3,,,,,16.2000015E-6,199.99998808E-3,
,,,16.3000022E-6,69.600000978E-3,,,,,16.3000022E-6,199.99998808E-3,
,,,16.4000030E-6,71.199998260E-3,,,,,16.4000030E-6,159.99999642E-3,
,,,16.5000019E-6,67.199997604E-3,,,,,16.5000019E-6,199.99998808E-3,
,,,16.6000027E-6,70.399999619E-3,,,,,16.6000027E-6,199.99998808E-3,
,,,16.7000017E-6,70.399999619E-3,,,,,16.7000017E-6,199.99998808E-3,
,,,16.8000024E-6,71.199998260E-3,,,,,16.8000024E-6,199.99998808E-3,
,,,16.9000032E-6,69.600000978E-3,,,,,16.9000032E-6,199.99998808E-3,
,,,17.0000021E-6,74.400000274E-3,,,,,17.0000021E-6,199.99998808E-3,
,,,17.1000029E-6,71.999996901E-3,,,,,17.1000029E-6,199.99998808E-3,
,,,17.2000018E-6,71.199998260E-3,,,,,17.2000018E-6,199.99998808E-3,
,,,17.3000026E-6,72.799995542E-3,,,,,17.3000026E-6,199.99998808E-3,
,,,17.4000015E-6,70.399999619E-3,,,,,17.4000015E-6,199.99998808E-3,
,,,17.5000023E-6,71.199998260E-3,,,,,17.5000023E-6,199.99998808E-3,
,,,17.6000030E-6,72.799995542E-3,,,,,17.6000030E-6,199.99998808E-3,
,,,17.7000020E-6,71.199998260E-3,,,,,17.7000020E-6,199.99998808E-3,
,,,17.8000028E-6,67.999996245E-3,,,,,17.8000028E-6,199.99998808E-3,
,,,17.9000017E-6,67.199997604E-3,,,,,17.9000017E-6,199.99998808E-3,
,,,18.0000025E-6,65.600000322E-3,,,,,18.0000025E-6,199.99998808E-3,
,,,18.1000032E-6,69.600000978E-3,,,,,18.1000032E-6,199.99998808E-3,
,,,18.2000022E-6,66.399998963E-3,,,,,18.2000022E-6,199.99998808E-3,
,,,18.3000029E-6,66.399998963E-3,,,,,18.3000029E-6,199.99998808E-3,
,,,18.4000019E-6,64.800001681E-3,,,,,18.4000019E-6,199.99998808E-3,
,,,18.5000026E-6,67.199997604E-3,,,,,18.5000026E-6,199.99998808E-3,
,,,18.6000016E-6,67.199997604E-3,,,,,18.6000016E-6,199.99998808E-3,
,,,18.7000023E-6,69.600000978E-3,,,,,18.7000023E-6,199.99998808E-3,
,,,18.8000031E-6,67.199997604E-3,,,,,18.8000031E-6,199.99998808E-3,
,,,18.9000020E-6,68.799994886E-3,,,,,18.9000020E-6,199.99998808E-3,
,,,19.0000028E-6,69.600000978E-3,,,,,19.0000028E-6,199.99998808E-3,
,,,19.1000017E-6,63.999995589E-3,,,,,19.1000017E-6,199.99998808E-3,
,,,19.2000025E-6,66.399998963E-3,,,,,19.2000025E-6,199.99998808E-3,
,,,19.3000033E-6,65.600000322E-3,,,,,19.3000033E-6,159.99999642E-3,
,,,19.4000022E-6,66.399998963E-3,,,,,19.4000022E-6,199.99998808E-3,
,,,19.5000030E-6,63.999995589E-3,,,,,19.5000030E-6,199.99998808E-3,
,,,19.6000019E-6,64.800001681E-3,,,,,19.6000019E-6,199.99998808E-3,
,,,19.7000027E-6,66.399998963E-3,,,,,19.7000027E-6,199.99998808E-3,
,,,19.8000016E-6,63.199996948E-3,,,,,19.8000016E-6,199.99998808E-3,
,,,19.9000024E-6,64.800001681E-3,,,,,19.9000024E-6,199.99998808E-3,
,,,20.0000031E-6,63.199996948E-3,,,,,20.0000031E-6,159.99999642E-3,
,,,20.10000208E-6,62.399998307E-3,,,,,20.10000208E-6,199.99998808E-3,
,,,20.20000284E-6,61.599999666E-3,,,,,20.20000284E-6,199.99998808E-3,
,,,20.30000178E-6,60.799997300E-3,,,,,20.30000178E-6,199.99998808E-3,
,,,20.40000254E-6,63.199996948E-3,,,,,20.40000254E-6,199.99998808E-3,
,,,20.50000148E-6,64.800001681E-3,,,,,20.50000148E-6,199.99998808E-3,
,,,20.60000224E-6,63.199996948E-3,,,,,20.60000224E-6,199.99998808E-3,
,,,20.70000301E-6,62.399998307E-3,,,,,20.70000301E-6,199.99998808E-3,
,,,20.80000195E-6,62.399998307E-3,,,,,20.80000195E-6,199.99998808E-3,
,,,20.90000271E-6,62.399998307E-3,,,,,20.90000271E-6,199.99998808E-3,
,,,21.00000165E-6,62.399998307E-3,,,,,21.00000165E-6,199.99998808E-3,
,,,21.10000241E-6,62.399998307E-3,,,,,21.10000241E-6,199.99998808E-3,
,,,21.20000318E-6,61.599999666E-3,,,,,21.20000318E-6,199.99998808E-3,
,,,21.30000212E-6,62.399998307E-3,,,,,21.30000212E-6,199.99998808E-3,
,,,21.40000288E-6,63.199996948E-3,,,,,21.40000288E-6,199.99998808E-3,
,,,21.50000182E-6,63.999995589E-3,,,,,21.50000182E-6,199.99998808E-3,
,,,21.60000258E-6,61.599999666E-3,,,,,21.60000258E-6,199.99998808E-3,
,,,21.70000153E-6,61.599999666E-3,,,,,21.70000153E-6,199.99998808E-3,
,,,21.80000229E-6,62.399998307E-3,,,,,21.80000229E-6,199.99998808E-3,
