Icoil           Bnom             VHall          stddev          Bmeas 
1.3410E+0	1.9590E+0	-2.4651E+2	9.1710E-1	1.9573E+0
2.0400E+0	2.9241E+0	-2.9553E+2	2.9754E-1	2.8606E+0
2.6890E+0	3.8203E+0	-3.5031E+2	3.7766E-1	3.7385E+0
3.3380E+0	4.7164E+0	-4.0820E+2	2.5284E-1	4.6316E+0
3.9880E+0	5.6139E+0	-4.6708E+2	4.6473E-1	5.5134E+0
4.6370E+0	6.5101E+0	-5.2903E+2	5.3798E-1	6.3931E+0
5.2370E+0	7.3385E+0	-5.8586E+2	5.0860E-1	7.1845E+0
5.8870E+0	8.2361E+0	-6.4756E+2	3.7312E-1	8.0273E+0
6.6370E+0	9.1659E+0	-7.1729E+2	6.7679E-1	8.9756E+0
7.3380E+0	1.0017E+1	-7.8070E+2	4.5260E-1	9.8097E+0
Foil current was 0.001000
