Icoil           Bnom             VHall          stddev          Bmeas 
1.3440E+0	1.9631E+0	-9.8920E-1	4.4721E-4	1.9637E+0
2.0430E+0	2.9283E+0	-9.8080E-1	8.3666E-4	2.8650E+0
2.6930E+0	3.8258E+0	-9.7360E-1	5.4772E-4	3.7453E+0
3.3430E+0	4.7233E+0	-9.6620E-1	4.4721E-4	4.6340E+0
3.9930E+0	5.6208E+0	-9.5960E-1	5.4772E-4	5.5197E+0
4.5930E+0	6.4493E+0	-9.5240E-1	5.4772E-4	6.3292E+0
5.2430E+0	7.3468E+0	-9.4660E-1	5.4772E-4	7.1908E+0
5.8930E+0	8.2444E+0	-9.3940E-1	5.4772E-4	8.0354E+0
6.6430E+0	9.1736E+0	-9.3120E-1	4.4721E-4	8.9823E+0
7.3440E+0	1.0024E+1	-9.2460E-1	5.4772E-4	9.8121E+0
Foil current was 9.000000
