Cu_6A,Cu_7.5A,Cu_9A,Fe_6A,Fe_7.5A,Fe_9A,Mo_3A,Mo_6A,Mo_7.5A,Mo_9A,Ni_6A,Ni_7.5A,Ni_9A,Cu-PCB_6A,Cu-PCB_7.5a,Cu-PCB_9A,Ge111_nDoped_5mA,Ge111_nDoped_10mA,Ge100_notDoped_.1mA,Ge100_notDoped_.5mA,Ge100_notDoped_1mA,Ge100_notDoped_5mA,Ge100_notDoped_10mA,Ge111_nDoped_.1mA,Ge111_nDoped_.5mA,Ge111_nDoped_1mA,Si_nDoped_1mA,Si_nDoped_5mA,Si_nDoped_10mA,Si_nDoped_.1mA,Si_nDoped_.5mA
-2.668250130409009e-13,-2.7587836497691515e-13,-4.9279338846228e-13,5.310568005139933e-12,5.355736423546556e-12,5.25636180054916e-12,1.8844708449252526e-12,1.5847947833034564e-12,1.4669254900016833e-12,1.3597183582118554e-12,-9.666403623493233e-13,-2.862112647367902e-13,-7.69823889530784e-14,-8.973832868012581e-14,-9.137120212081785e-14,-8.304927403108394e-14,-5.135165480057617e-06,-2.9946602544920473e-06,-3.6245387636993634e-07,-0.06333476325634277,-0.0036017584132759075,-0.0012494060706378476,-0.0007113094369605923,-0.00021375531657420038,-3.594808151293162e-05,-1.4933562238039077e-05,-0.0011077284610731908,-4.713425223359145e-05,-6.729809552833922e-05,-0.008162772650155812,-0.0019026527653808643
8.071089244534051e-06,8.167073444216974e-06,8.30026916225492e-06,-7.942480694555044e-05,-7.965790963748842e-05,-8.027407391036497e-05,-0.00011362312151142034,-0.00011267532635651058,-0.00011175923187071631,-0.00011161987889824263,-3.633813348230874e-05,-4.29084596393218e-05,-4.682337278639581e-05,5.764684691453516e-06,6.068814237246193e-06,6.3455240132896855e-06,2.350612982458865,2.7148628995210173,0.0454338959519511,-1334.0601665681313,-91.84625304921778,-47.89036745975593,-61.14614232595394,25.31662673010652,5.674740097471103,3.369588797806775,0.9232101696807591,-0.8969573629095472,6.341500932490227,60.804751067051896,10.059669918066684
