Icoil           Bnom             VHall          stddev          Bmeas 
1.3990E+0	2.0390E+0	-6.6200E-1	0.0000E+0	1.9528E+0
2.0480E+0	2.9352E+0	-6.5700E-1	0.0000E+0	2.8397E+0
2.6990E+0	3.8341E+0	-6.5120E-1	4.4721E-4	3.7390E+0
3.3480E+0	4.7302E+0	-6.4600E-1	0.0000E+0	4.6345E+0
3.9480E+0	5.5587E+0	-6.4060E-1	5.4772E-4	5.4556E+0
4.5980E+0	6.4562E+0	-6.3480E-1	4.4721E-4	6.3321E+0
5.2480E+0	7.3537E+0	-6.2900E-1	0.0000E+0	7.1956E+0
5.8980E+0	8.2513E+0	-6.2280E-1	5.4955E-3	8.0421E+0
6.5980E+0	9.1157E+0	-6.1840E-1	5.4772E-4	8.9289E+0
7.3480E+0	1.0029E+1	-6.1200E-1	0.0000E+0	9.8235E+0
Foil current was 5.990000
