Icoil           Bnom             VHall          stddev          Bmeas 
1.3990E+0	2.0390E+0	-4.5500E-1	0.0000E+0	1.9528E+0
2.0490E+0	2.9366E+0	-4.4220E-1	4.4721E-4	2.8397E+0
2.6980E+0	3.8327E+0	-4.2880E-1	4.4721E-4	3.7400E+0
3.3480E+0	4.7302E+0	-4.1600E-1	7.0711E-4	4.6335E+0
3.9480E+0	5.5587E+0	-4.0500E-1	0.0000E+0	5.4542E+0
4.5980E+0	6.4562E+0	-3.9380E-1	4.4721E-4	6.3326E+0
5.2480E+0	7.3537E+0	-3.8360E-1	5.4772E-4	7.1965E+0
5.8980E+0	8.2513E+0	-3.7380E-1	4.4721E-4	8.0431E+0
6.5980E+0	9.1157E+0	-3.6320E-1	4.4721E-4	8.9284E+0
7.3480E+0	1.0029E+1	-3.5280E-1	4.4721E-4	9.8254E+0
Foil current was 6.000000
