Icoil           Bnom             VHall          stddev          Bmeas 
1.4130E+0	2.0584E+0	2.5521E+1	4.4944E-3	1.9741E+0
2.0630E+0	2.9559E+0	2.4854E+1	1.0700E-2	2.8670E+0
2.6630E+0	3.7844E+0	2.3889E+1	1.1234E-2	3.6944E+0
3.3120E+0	4.6805E+0	2.3096E+1	4.9800E-3	4.5876E+0
3.9620E+0	5.5780E+0	2.2345E+1	1.7473E-2	5.4701E+0
4.6120E+0	6.4755E+0	2.1570E+1	1.7370E-2	6.3489E+0
5.2630E+0	7.3745E+0	2.0813E+1	4.3436E-2	7.2104E+0
5.9140E+0	8.2734E+0	2.0125E+1	7.5268E-2	8.0555E+0
6.6150E+0	9.1376E+0	1.9926E+1	1.4089E-2	8.9437E+0
7.3650E+0	1.0048E+1	1.9370E+1	4.4195E-2	9.8406E+0
Foil current was 0.010000
