Icoil           Bnom             VHall          stddev          Bmeas 
1.3640E+0	1.9907E+0	-1.3963E+1	9.1310E-2	1.9845E+0
2.0640E+0	2.9573E+0	-1.7215E+1	7.0942E-2	2.8894E+0
2.6640E+0	3.7858E+0	-2.0885E+1	1.2940E-1	3.7002E+0
3.3130E+0	4.6819E+0	-2.4688E+1	6.7611E-2	4.5944E+0
3.9630E+0	5.5794E+0	-2.9033E+1	6.2288E-2	5.4807E+0
4.6130E+0	6.4769E+0	-3.2459E+1	6.8486E-2	6.3580E+0
5.2630E+0	7.3745E+0	-3.6331E+1	5.1593E-2	7.2190E+0
5.9140E+0	8.2734E+0	-4.0401E+1	3.7466E-2	8.0608E+0
6.6140E+0	9.1363E+0	-4.4300E+1	9.5656E-2	8.9427E+0
7.3650E+0	1.0048E+1	-4.8613E+1	8.4544E-2	9.8382E+0
Foil current was 0.005000
