Icoil           Bnom             VHall          stddev          Bmeas 
1.4160E+0	2.0625E+0	2.7959E+1	1.2856E+0	1.9761E+0
2.0150E+0	2.8896E+0	2.0195E+1	2.6470E-1	2.7939E+0
2.6660E+0	3.7885E+0	1.3643E+1	6.8258E-1	3.6953E+0
3.3160E+0	4.6860E+0	8.4804E+0	8.6523E-2	4.5886E+0
3.9650E+0	5.5822E+0	-8.1654E+0	5.9858E+0	5.4739E+0
4.6150E+0	6.4797E+0	-2.9070E+1	4.6807E+0	6.3537E+0
5.2650E+0	7.3772E+0	-3.4544E+1	9.7176E-2	7.2176E+0
5.9150E+0	8.2747E+0	-3.9475E+1	1.3547E-1	8.0565E+0
6.6160E+0	9.1389E+0	-4.6547E+1	9.7197E-2	8.9437E+0
7.3650E+0	1.0048E+1	-8.2801E+1	3.1440E+0	9.8378E+0
Foil current was 0.010000
