Icoil           Bnom             VHall          stddev          Bmeas 
1.3640E+0	1.9907E+0	1.0328E+1	2.9474E-2	1.9879E+0
2.0640E+0	2.9573E+0	9.6156E+0	1.0407E-2	2.8894E+0
2.6640E+0	3.7858E+0	9.0560E+0	8.3964E-3	3.7046E+0
3.3130E+0	4.6819E+0	8.3828E+0	5.4037E-3	4.5934E+0
3.9630E+0	5.5794E+0	7.2928E+0	2.3286E-1	5.4802E+0
4.6130E+0	6.4769E+0	7.0772E+0	3.9366E-2	6.3580E+0
5.2630E+0	7.3745E+0	6.3938E+0	1.4839E-2	7.2171E+0
5.9140E+0	8.2734E+0	5.7828E+0	6.7873E-2	8.0584E+0
6.6140E+0	9.1363E+0	5.3938E+0	1.5643E-1	8.9446E+0
7.3650E+0	1.0048E+1	5.0324E+0	5.4349E-2	9.8373E+0
Foil current was 0.005000
