Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,850
Conversion Gain:,1024
Coarse Gain:,16
Fine Gain:,1.17
Upper Discriminator:,1270
Lower Discriminator:,17
Calibration Coefficients:,1.4259201979585526E-4,1.0612728116299988,2.1725691307929127
Calibration Channels:,28,452,577
Calibration Energies:,32.0,511.0,662.0
Elapsed Real Time:,3606.36
Elapsed Live Time:,3604.23
Start Time:,November 11, 2024, 02:21:55
End Time:,November 11, 2024, 02:22:00
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid

1,434,471,3221,-29,2,511

Channel Data:
Channel,Energy,Counts
0,2.1725691307929127,0
1,3.2339845344427074,0
2,4.2956851221320935,0
3,5.357670893861072,0
4,6.419941849629641,0
5,7.482497989437802,0
6,8.545339313285556,0
7,9.608465821172901,0
8,10.671877513099837,0
9,11.735574389066368,0
10,12.799556449072487,0
11,13.8638236931182,0
12,14.928376121203502,0
13,15.993213733328396,0
14,17.058336529492884,0
15,18.123744509696962,0
16,19.18943767394063,17
17,20.25541602222389,213
18,21.321679554546748,246
19,22.38822827090919,262
20,23.45506217131123,237
21,24.52218125575286,247
22,25.589585524234078,273
23,26.65727497675489,249
24,27.725249613315295,264
25,28.79350943391529,253
26,29.86205443855488,272
27,30.930884627234054,280
28,31.999999999952827,251
29,33.069400556711194,288
30,34.139086297509145,272
31,35.20905722234669,306
32,36.27931333122383,299
33,37.34985462414056,317
34,38.42068110109688,298
35,39.49179276209279,318
36,40.5631896071283,321
37,41.6348716362034,350
38,42.70683884931808,367
39,43.77909124647236,373
40,44.85162882766623,409
41,45.92445159289969,400
42,46.99755954217275,436
43,48.0709526754854,462
44,49.14463099283764,475
45,50.218594494229464,530
46,51.292843179660885,503
47,52.367377049131896,510
48,53.44219610264251,542
49,54.517300340192705,634
50,55.592689761782495,623
51,56.66836436741187,670
52,57.74432415708084,707
53,58.8205691307894,705
54,59.89709928853756,798
55,60.97391463032531,898
56,62.05101515615265,820
57,63.12840086601958,904
58,64.20607175992609,957
59,65.28402783787222,1027
60,66.36226909985791,994
61,67.4407955458832,1030
62,68.5196071759481,1043
63,69.59870399005257,1113
64,70.67808598819666,1154
65,71.75775317038033,1089
66,72.83770553660356,1188
67,73.91794308686643,1245
68,74.99846582116885,1125
69,76.0792737395109,1175
70,77.16036684189251,1144
71,78.24174512831372,1109
72,79.32340859877453,1114
73,80.40535725327493,1093
74,81.48759109181492,1098
75,82.5701101143945,1044
76,83.65291432101367,1045
77,84.73600371167244,1004
78,85.81937828637079,1029
79,86.90303804510874,1065
80,87.98698298788628,1026
81,89.07121311470341,1055
82,90.15572842556013,968
83,91.24052892045646,1026
84,92.32561459939237,960
85,93.41098546236786,1001
86,94.49664150938295,992
87,95.58258274043763,1016
88,96.6688091555319,924
89,97.75532075466576,954
90,98.84211753783923,955
91,99.92919950505228,981
92,101.01656665630492,926
93,102.10421899159715,870
94,103.19215651092897,951
95,104.28037921430038,914
96,105.3688871017114,989
97,106.45768017316199,942
98,107.54675842865218,881
99,108.63612186818196,920
100,109.72577049175133,903
101,110.81570429936029,924
102,111.90592329100886,912
103,112.99642746669701,907
104,114.08721682642475,918
105,115.17829137019208,950
106,116.269651097999,890
107,117.36129600984552,896
108,118.45322610573163,901
109,119.54544138565733,856
110,120.63794184962262,905
111,121.7307274976275,849
112,122.82379832967199,845
113,123.91715434575605,851
114,125.0107955458797,868
115,126.10472193004294,772
116,127.1989334982458,888
117,128.29343025048823,830
118,129.38821218677026,806
119,130.48327930709186,817
120,131.57863161145306,827
121,132.67426909985386,784
122,133.77019177229425,845
123,134.86639962877425,789
124,135.96289266929384,759
125,137.059670893853,750
126,138.15673430245172,811
127,139.2540828950901,747
128,140.35171667176803,801
129,141.44963563248558,702
130,142.5478397772427,767
131,143.64632910603942,756
132,144.74510361887573,758
133,145.84416331575162,724
134,146.94350819666712,795
135,148.0431382616222,758
136,149.14305351061688,703
137,150.24325394365115,689
138,151.343739560725,685
139,152.44451036183847,740
140,153.54556634699148,701
141,154.64690751618411,685
142,155.74853386941635,758
143,156.85044540668818,690
144,157.95264212799958,736
145,159.05512403335058,701
146,160.15789112274118,746
147,161.26094339617137,704
148,162.36428085364113,691
149,163.46790349515052,734
150,164.57181132069945,611
151,165.676004330288,673
152,166.78048252391616,699
153,167.88524590158391,647
154,168.99029446329124,645
155,170.09562820903813,599
156,171.20124713882464,656
157,172.30715125265075,671
158,173.41334055051647,634
159,174.51981503242172,634
160,175.6265746983666,589
161,176.73361954835107,605
162,177.84094958237515,625
163,178.9485648004388,589
164,180.05646520254203,583
165,181.16465078868487,565
166,182.2731215588673,561
167,183.3818775130893,555
168,184.49091865135094,597
169,185.6002449736521,533
170,186.7098564799929,565
171,187.8197531703733,501
172,188.9299350447933,520
173,190.04040210325286,484
174,191.151154345752,536
175,192.26219177229075,484
176,193.3735143828691,467
177,194.48512217748706,455
178,195.59701515614455,497
179,196.70919331884167,461
180,197.8216566655784,488
181,198.9344051963547,441
182,200.04743891117062,433
183,201.16075781002607,458
184,202.27436189292115,465
185,203.38825115985583,439
186,204.5024256108301,484
187,205.61688524584395,430
188,206.73163006489736,412
189,207.84666006799043,441
190,208.96197525512304,426
191,210.07757562629527,430
192,211.1934611815071,416
193,212.30963192075848,407
194,213.42608784404948,445
195,214.54282895138007,412
196,215.65985524275024,405
197,216.77716671816,383
198,217.89476337760937,361
199,219.01264522109832,403
200,220.13081224862688,374
201,221.249264460195,377
202,222.36800185580273,397
