Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,850
Conversion Gain:,1024
Coarse Gain:,16
Fine Gain:,1.17
Upper Discriminator:,1293
Lower Discriminator:,16
Calibration Coefficients:,1.4137285478747703E-4,1.0847143202323954,1.5171627152998315
Calibration Channels:,567,28,444
Calibration Energies:,662.0,32.0,511.0
Elapsed Real Time:,6003.65
Elapsed Live Time:,6000.0
Start Time:,November 14, 2024, 03:58:08
End Time:,November 14, 2024, 05:38:12
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid

1,545,591,3561,-83,4,662
2,23,33,5182,-132,0,32

Channel Data:
Channel,Energy,Counts
0,1.5171627152998315,0
1,2.602018408387014,0
2,3.687156847183772,0
3,4.772578031690105,0
4,5.858281961906013,0
5,6.944268637831495,0
6,8.030538059466554,0
7,9.117090226811186,0
8,10.203925139865392,0
9,11.291042798629174,0
10,12.378443203102533,0
11,13.466126353285464,0
12,14.554092249177973,0
13,15.642340890780057,0
14,16.730872278091713,0
15,17.819686411112944,0
16,18.908783289843754,33
17,19.998162914284137,389
18,21.087825284434093,391
19,22.177770400293625,435
20,23.267998261862733,469
21,24.358508869141414,467
22,25.44930222212967,427
23,26.540378320827504,432
24,27.631737165234913,437
25,28.72337875535189,457
26,29.81530309117845,470
27,30.90751017271458,413
28,31.999999999960288,500
29,33.092772572915564,462
30,34.18582789158042,486
31,35.27916595595486,480
32,36.372786766038864,536
33,37.466690321832445,509
34,38.5608766233356,560
35,39.655345670548336,532
36,40.75009746347064,614
37,41.84513200210252,604
38,42.94044928644398,655
39,44.03604931649501,641
40,45.13193209225561,647
41,46.2280976137258,700
42,47.32454588090555,714
43,48.42127689379488,750
44,49.51829065239379,810
45,50.61558715670227,893
46,51.713166406720326,855
47,52.81102840244795,943
48,53.90917314388516,1026
49,55.00760063103194,1065
50,56.1063108638883,1135
51,57.20530384245423,1228
52,58.304579566729736,1259
53,59.40413803671481,1304
54,60.503979252409465,1375
55,61.604103213813694,1451
56,62.70450992092751,1498
57,63.80519937375089,1576
58,64.90617157228384,1642
59,66.00742651652638,1662
60,67.10896420647848,1762
61,68.21078464214017,1752
62,69.31288782351142,1764
63,70.41527375059225,1873
64,71.51794242338265,1821
65,72.62089384188262,1993
66,73.72412800609217,1883
67,74.82764491601131,1886
68,75.93144457164003,1863
69,77.0355269729783,1862
70,78.13989212002615,1885
71,79.24454001278359,1728
72,80.34947065125058,1806
73,81.45468403542716,1768
74,82.56018016531331,1749
75,83.66595904090906,1706
76,84.77202066221436,1792
77,85.87836502922923,1672
78,86.98499214195368,1672
79,88.09190200038772,1590
80,89.19909460453131,1640
81,90.3065699543845,1667
82,91.41432804994726,1598
83,92.52236889121959,1625
84,93.6306924782015,1576
85,94.73929881089296,1611
86,95.84818788929402,1691
87,96.95735971340464,1600
88,98.06681428322484,1643
89,99.17655159875464,1666
90,100.286571659994,1627
91,101.39687446694292,1558
92,102.50746001960142,1627
93,103.6183283179695,1623
94,104.72947936204714,1585
95,105.84091315183437,1626
96,106.9526296873312,1549
97,108.06462896853756,1603
98,109.17691099545353,1574
99,110.28947576807904,1484
100,111.40232328641414,1544
101,112.51545355045883,1569
102,113.62886656021307,1478
103,114.7425623156769,1539
104,115.85654081685031,1540
105,116.97080206373329,1506
106,118.08534605632585,1508
107,119.20017279462797,1507
108,120.31528227863967,1448
109,121.43067450836095,1520
110,122.5463494837918,1410
111,123.66230720493223,1426
112,124.77854767178223,1435
113,125.89507088434182,1419
114,127.01187684261096,1383
115,128.12896554658968,1424
116,129.246336996278,1355
117,130.36399119167586,1384
118,131.48192813278334,1399
119,132.60014781960035,1350
120,133.71865025212693,1349
121,134.83743543036314,1253
122,135.9565033543089,1379
123,137.0758540239642,1331
124,138.19548743932913,1336
125,139.31540360040358,1284
126,140.43560250718764,1272
127,141.55608415968126,1253
128,142.67684855788448,1281
129,143.79789570179724,1160
130,144.9192255914196,1241
131,146.04083822675153,1179
132,147.16273360779303,1137
133,148.2849117345441,1166
134,149.40737260700476,1096
135,150.53011622517496,1140
136,151.6531425890548,1167
137,152.77645169864417,1105
138,153.90004355394314,1110
139,155.02391815495164,1098
140,156.14807550166975,1148
141,157.27251559409743,1157
142,158.39723843223467,1066
143,159.5222440160815,1090
144,160.6475323456379,1096
145,161.77310342090388,1022
146,162.89895724187943,1066
147,164.02509380856455,985
148,165.15151312095924,994
149,166.27821517906352,974
150,167.4051999828774,1002
151,168.53246753240083,954
152,169.66001782763382,1003
153,170.78785086857638,992
154,171.91596665522854,1018
155,173.04436518759027,924
156,174.17304646566157,946
157,175.30201048944244,903
158,176.43125725893287,944
159,177.5607867741329,900
160,178.6905990350425,942
161,179.82069404166168,838
162,180.95107179399042,914
163,182.08173229202876,822
164,183.21267553577667,872
165,184.34390152523414,813
166,185.4754102604012,856
167,186.60720174127783,865
168,187.73927596786402,822
169,188.8716329401598,807
170,190.00427265816515,881
171,191.13719512188007,860
172,192.27040033130456,791
173,193.40388828643864,813
174,194.5376589872823,835
175,195.67171243383552,774
176,196.80604862609832,813
177,197.94066756407068,783
178,199.07556924775267,786
179,200.21075367714417,773
180,201.34622085224527,778
181,202.48197077305596,735
182,203.6180034395762,742
183,204.75431885180603,722
184,205.8909170097454,777
185,207.02779791339438,786
186,208.16496156275295,735
187,209.30240795782106,721
188,210.44013709859877,748
189,211.57814898508605,716
190,212.7164436172829,708
191,213.8550209951893,695
192,214.99388111880532,704
193,216.1330239881309,644
194,217.27244960316605,702
