Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,850
Conversion Gain:,1024
Coarse Gain:,16
Fine Gain:,1.17
Upper Discriminator:,1294
Lower Discriminator:,17
Calibration Coefficients:,1.413728547874711E-4,1.084997065942093,2.602018408430027
Calibration Channels:,27,566,443
Calibration Energies:,32.0,662.0,511.0
Elapsed Real Time:,5403.3
Elapsed Live Time:,5400.0
Start Time:,November 15, 2024, 10:12:46
End Time:,November 15, 2024, 11:42:50
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid

1,545,591,3421,271,4,664
2,23,33,4621,-33,3,33

Channel Data:
Channel,Energy,Counts
0,2.602018408430027,0
1,3.687156847226907,0
2,4.772578031733363,0
3,5.858281961949393,0
4,6.944268637874999,0
5,8.030538059510178,0
6,9.117090226854934,0
7,10.203925139909265,1
8,11.29104279867317,0
9,12.37844320314665,0
10,13.466126353329704,0
11,14.554092249222334,0
12,15.64234089082454,0
13,16.73087227813632,0
14,17.819686411157676,0
15,18.908783289888603,0
16,19.99816291432911,22
17,21.08782528447919,342
18,22.177770400338844,355
19,23.267998261908073,423
20,24.358508869186878,431
21,25.44930222217526,432
22,26.54037832087321,402
23,27.63173716528074,385
24,28.723378755397846,400
25,29.815303091224525,432
26,30.90751017276078,438
27,32.00000000000661,399
28,33.09277257296201,416
29,34.18582789162699,396
30,35.27916595600154,428
31,36.372786766085675,425
32,37.466690321879376,469
33,38.560876623382654,433
34,39.65534567059551,454
35,40.75009746351794,509
36,41.845132002149946,482
37,42.94044928649152,551
38,44.03604931654267,567
39,45.1319320923034,580
40,46.228097613773706,627
41,47.32454588095358,586
42,48.421276893843036,645
43,49.51829065244206,734
44,50.615587156750664,682
45,51.71316640676885,718
46,52.811028402496596,761
47,53.90917314393393,859
48,55.00760063108083,895
49,56.1063108639373,904
50,57.20530384250336,1059
51,58.30457956677899,1099
52,59.404138036764195,1125
53,60.50397925245897,1115
54,61.60410321386332,1285
55,62.70450992097725,1348
56,63.80519937380075,1404
57,64.90617157233382,1331
58,66.00742651657649,1436
59,67.10896420652871,1526
60,68.2107846421905,1552
61,69.31288782356188,1557
62,70.41527375064284,1747
63,71.51794242343337,1695
64,72.62089384193347,1699
65,73.72412800614315,1807
66,74.8276449160624,1649
67,75.93144457169123,1689
68,77.03552697302963,1715
69,78.1398921200776,1740
70,79.24454001283515,1740
71,80.34947065130227,1593
72,81.45468403547899,1616
73,82.56018016536527,1551
74,83.66595904096111,1603
75,84.77202066226653,1543
76,85.87836502928154,1510
77,86.9849921420061,1530
78,88.09190200044027,1492
79,89.19909460458399,1471
80,90.3065699544373,1504
81,91.41432805000017,1397
82,92.5223688912726,1540
83,93.63069247825464,1437
84,94.73929881094625,1491
85,95.84818788934741,1419
86,96.95735971345817,1407
87,98.06681428327849,1474
88,99.17655159880839,1380
89,100.28657166004788,1441
90,101.39687446699692,1434
91,102.50746001965555,1433
92,103.61832831802374,1397
93,104.72947936210151,1466
94,105.84091315188888,1413
95,106.9526296873858,1437
96,108.0646289685923,1454
97,109.17691099550836,1421
98,110.28947576813403,1290
99,111.40232328646925,1300
100,112.51545355051405,1403
101,113.62886656026842,1404
102,114.74256231573237,1420
103,115.85654081690589,1422
104,116.97080206378901,1370
105,118.08534605638168,1357
106,119.20017279468392,1280
107,120.31528227869575,1348
108,121.43067450841714,1316
109,122.54634948384812,1351
110,123.66230720498868,1261
111,124.7785476718388,1283
112,125.89507088439849,1307
113,127.01187684266776,1296
114,128.1289655466466,1252
115,129.24633699633506,1274
116,130.36399119173302,1254
117,131.4819281328406,1183
118,132.60014781965776,1201
119,133.7186502521845,1193
