Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,850
Conversion Gain:,1024
Coarse Gain:,16
Fine Gain:,1.17
Upper Discriminator:,1294
Lower Discriminator:,17
Calibration Coefficients:,1.413728547874711E-4,1.084997065942093,2.602018408430027
Calibration Channels:,27,566,443
Calibration Energies:,32.0,662.0,511.0
Elapsed Real Time:,5402.84
Elapsed Live Time:,5400.0
Start Time:,November 15, 2024, 11:53:26
End Time:,November 15, 2024, 01:23:29
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid

1,545,591,3301,104,3,664
2,23,33,4306,-211,0,33

Channel Data:
Channel,Energy,Counts
0,2.602018408430027,0
1,3.687156847226907,0
2,4.772578031733363,0
3,5.858281961949393,0
4,6.944268637874999,0
5,8.030538059510178,0
6,9.117090226854934,0
7,10.203925139909265,0
8,11.29104279867317,0
9,12.37844320314665,0
10,13.466126353329704,0
11,14.554092249222334,0
12,15.64234089082454,0
13,16.73087227813632,0
14,17.819686411157676,0
15,18.908783289888603,0
16,19.99816291432911,38
17,21.08782528447919,343
18,22.177770400338844,350
19,23.267998261908073,336
20,24.358508869186878,388
21,25.44930222217526,382
22,26.54037832087321,389
23,27.63173716528074,371
24,28.723378755397846,373
25,29.815303091224525,356
26,30.90751017276078,340
27,32.00000000000661,354
28,33.09277257296201,397
29,34.18582789162699,373
30,35.27916595600154,436
31,36.372786766085675,439
32,37.466690321879376,447
33,38.560876623382654,420
34,39.65534567059551,470
35,40.75009746351794,481
36,41.845132002149946,482
37,42.94044928649152,513
38,44.03604931654267,557
39,45.1319320923034,568
40,46.228097613773706,574
41,47.32454588095358,613
42,48.421276893843036,627
43,49.51829065244206,657
44,50.615587156750664,684
45,51.71316640676885,723
46,52.811028402496596,790
47,53.90917314393393,852
48,55.00760063108083,866
49,56.1063108639373,816
50,57.20530384250336,929
51,58.30457956677899,1030
52,59.404138036764195,1078
53,60.50397925245897,1109
54,61.60410321386332,1170
55,62.70450992097725,1263
56,63.80519937380075,1367
57,64.90617157233382,1365
58,66.00742651657649,1464
59,67.10896420652871,1455
60,68.2107846421905,1483
61,69.31288782356188,1453
62,70.41527375064284,1601
63,71.51794242343337,1567
64,72.62089384193347,1731
65,73.72412800614315,1717
66,74.8276449160624,1667
67,75.93144457169123,1598
68,77.03552697302963,1653
69,78.1398921200776,1548
70,79.24454001283515,1512
71,80.34947065130227,1508
72,81.45468403547899,1440
73,82.56018016536527,1501
74,83.66595904096111,1479
75,84.77202066226653,1449
76,85.87836502928154,1503
77,86.9849921420061,1386
78,88.09190200044027,1462
79,89.19909460458399,1389
80,90.3065699544373,1477
81,91.41432805000017,1398
82,92.5223688912726,1360
83,93.63069247825464,1358
84,94.73929881094625,1373
85,95.84818788934741,1361
86,96.95735971345817,1262
87,98.06681428327849,1429
88,99.17655159880839,1388
89,100.28657166004788,1324
90,101.39687446699692,1325
91,102.50746001965555,1346
92,103.61832831802374,1304
93,104.72947936210151,1384
94,105.84091315188888,1353
95,106.9526296873858,1249
96,108.0646289685923,1368
97,109.17691099550836,1282
98,110.28947576813403,1246
99,111.40232328646925,1311
100,112.51545355051405,1277
101,113.62886656026842,1341
102,114.74256231573237,1303
103,115.85654081690589,1282
104,116.97080206378901,1218
105,118.08534605638168,1222
106,119.20017279468392,1241
107,120.31528227869575,1239
108,121.43067450841714,1225
109,122.54634948384812,1216
110,123.66230720498868,1197
111,124.7785476718388,1119
112,125.89507088439849,1174
113,127.01187684266776,1092
114,128.1289655466466,1142
115,129.24633699633506,1082
116,130.36399119173302,1085
117,131.4819281328406,1085
118,132.60014781965776,1033
119,133.7186502521845,1038
120,134.83743543042078,1046
