Spectrum Name:
Description:
Student ID:
Detector Used:
Comments:
Acquisition Mode:,PHA Pre-Amp
High Voltage:,850
Conversion Gain:,1024
Coarse Gain:,16
Fine Gain:,1.17
Upper Discriminator:,1189
Lower Discriminator:,15
Calibration Coefficients:,3.343101301520494E-5,1.1002692132116734,0.06407733492919378
Calibration Channels:,29,458,591
Calibration Energies:,32.0,511.0,662.0
Elapsed Real Time:,4802.59
Elapsed Live Time:,4800.0
Start Time:,November 12, 2024, 03:18:17
End Time:,November 12, 2024, 04:38:20
ROIs:
ROI:,Low,High,Gross,Net,FWHM,Centroid

1,439,478,4300,181,4,511

Channel Data:
Channel,Energy,Counts
0,0.06407733492919378,0
1,1.1643799791538825,0
2,2.2647494854046015,0
3,3.3651858536813513,0
4,4.465689083984131,0
5,5.566259176312941,0
6,6.666896130667782,0
7,7.7675999470486525,0
8,8.868370625455553,0
9,9.969208165888485,0
10,11.070112568347447,0
11,12.171083832832439,0
12,13.272121959343464,0
13,14.373226947880518,0
14,15.4743987984436,0
15,16.575637511032713,0
16,17.67694308564786,16
17,18.778315522289038,248
18,19.87975482095624,312
19,20.98126098164948,286
20,22.082834004368742,349
21,23.18447388911404,337
22,24.286180635885366,307
23,25.387954244682724,318
24,26.489794715506115,318
25,27.591702048355533,340
26,28.693676243230982,317
27,29.79571730013246,326
28,30.89782521905997,312
29,32.00000000001351,305
30,33.10224164299308,327
31,34.20455014799868,345
32,35.306925515030315,361
33,36.40936774408797,378
34,37.51187683517167,349
35,38.61445278828138,378
36,39.71709560341714,383
37,40.819805280578926,394
38,41.92258181976674,402
39,43.02542522098058,457
40,44.12833548422046,458
41,45.23131260948636,483
42,46.3343565967783,475
43,47.437467446096264,527
44,48.54064515744026,548
45,49.64388973081029,545
46,50.747201166206345,586
47,51.850579463628435,666
48,52.95402462307655,697
49,54.057536644550694,721
50,55.16111552805088,745
51,56.264761273577086,769
52,57.368473881129326,808
53,58.47225335070759,858
54,59.57609968231189,929
55,60.680012875942225,944
56,61.78399293159859,1011
57,62.88803984928098,1034
58,63.9921536289894,1086
59,65.09633427072386,1102
60,66.20058177448433,1230
61,67.30489614027084,1218
62,68.4092773680834,1264
63,69.51372545792196,1284
64,70.61824040978657,1348
65,71.72282222367721,1383
66,72.82747089959388,1450
67,73.93218643753657,1383
68,75.0369688375053,1411
69,76.14181809950004,1408
70,77.24673422352083,1382
71,78.35171720956765,1385
72,79.4567670576405,1398
73,80.56188376773937,1396
74,81.66706733986429,1287
75,82.77231777401524,1299
76,83.8776350701922,1314
77,84.98301922839521,1308
78,86.08847024862422,1269
79,87.19398813087928,1208
80,88.29957287516038,1234
81,89.4052244814675,1249
82,90.51094294980065,1226
83,91.61672828015983,1187
84,92.72258047254505,1259
85,93.82849952695629,1129
86,94.93448544339357,1179
87,96.04053822185686,1131
88,97.14665786234619,1161
89,98.25284436486156,1131
90,99.35909772940296,1117
91,100.46541795597038,1203
92,101.57180504456385,1151
93,102.67825899518333,1115
94,103.78477980782884,1160
95,104.8913674825004,1200
96,105.99802201919798,1073
97,107.10474341792157,1158
98,108.21153167867121,1120
99,109.31838680144688,1067
100,110.42530878624858,1124
101,111.53229763307631,1118
102,112.63935334193008,1059
103,113.74647591280987,1118
104,114.85366534571568,1123
105,115.96092164064754,1159
106,117.0682447976054,1101
107,118.17563481658932,1123
108,119.28309169759926,1101
109,120.39061544063524,1070
110,121.49820604569724,1109
111,122.60586351278528,1030
112,123.71358784189934,1048
113,124.82137903303945,990
114,125.92923708620557,1010
115,127.03716200139772,1025
116,128.14515377861588,1002
117,129.2532124178601,984
118,130.36133791913036,938
119,131.4695302824266,982
120,132.57778950774892,924
121,133.68611559509725,903
122,134.79450854447163,915
123,135.90296835587202,936
124,137.01149502929846,898
125,138.12008856475092,910
126,139.22874896222942,899
127,140.33747622173394,849
128,141.4462703432645,825
129,142.55513132682108,906
130,143.66405917240368,846
131,144.77305388001233,812
132,145.882115449647,848
133,146.9912438813077,849
134,148.10043917499445,784
135,149.20970133070722,864
136,150.319030348446,832
137,151.42842622821084,809
138,152.53788897000166,768
139,153.64741857381856,744
140,154.75701503966147,793
141,155.8666783675304,793
142,156.97640855742537,758
143,158.0862056093464,774
144,159.19606952329343,707
145,160.30600029926651,753
146,161.4159979372656,763
147,162.52606243729073,711
148,163.6361937993419,694
149,164.74639202341908,673
150,165.8566571095223,711
151,166.96698905765155,686
152,168.07738786780683,706
153,169.18785353998814,661
154,170.2983860741955,659
155,171.40898547042886,655
156,172.51965172868825,643
157,173.63038484897368,672
158,174.74118483128512,660
159,175.85205167562265,710
160,176.96298538198616,606
161,178.07398595037571,645
162,179.1850533807913,631
163,180.2961876732329,618
164,181.40738882770057,589
165,182.51865684419425,618
166,183.62999172271395,612
167,184.7413934632597,572
168,185.85286206583146,606
169,186.96439753042927,648
170,188.0759998570531,580
171,189.18766904570293,592
172,190.29940509637885,536
173,191.41120800908075,587
174,192.52307778380867,590
175,193.63501442056267,606
176,194.74701791934268,573
177,195.8590882801487,581
178,196.9712255029808,516
179,198.08342958783888,539
180,199.19570053472302,550
181,200.3080383436332,494
182,201.42044301456937,502
183,202.53291454753162,498
184,203.64545294251985,532
185,204.75805819953413,484
186,205.87073031857446,488
187,206.9834692996408,498
188,208.0962751427332,523
189,209.2091478478516,510
190,210.32208741499602,437
191,211.4350938441665,466
192,212.548167135363,515
193,213.6613072885855,446
194,214.77451430383405,458
195,215.88778818110865,449
196,217.00112892040926,465
197,218.11453652173591,491
198,219.2280109850886,474
199,220.3415523104673,424
200,221.45516049787204,472
201,222.56883554730283,439
202,223.68257745875962,418
203,224.79638623224247,422
204,225.91026186775133,425
205,227.0242043652862,443
206,228.13821372484713,434
207,229.2522899464341,423
208,230.3664330300471,472
209,231.4806429756861,403
210,232.59491978335114,411
211,233.70926345304218,389
212,234.8236739847593,401
213,235.93815137850243,391
214,237.0526956342716,407
215,238.1673067520668,383
216,239.28198473188803,355
217,240.39672957373529,341
218,241.5115412776086,382
219,242.6264198435079,366
220,243.74136527143324,363
221,244.85637756138462,391
222,245.97145671336204,342
223,247.0866027273655,324
224,248.20181560339495,351
225,249.31709534145045,337
226,250.43244194153198,325
227,251.54785540363955,314
228,252.66333572777313,316
229,253.77888291393273,334
230,254.89449696211838,341
231,256.0101778723301,304
